CODE,LOCATION,TYPE,RATING (MAX = 5),Address,Description,Long Description,Tags_Creation_Description,Ticket Info,image_path,open_time,close_time,coordinate,tags
,Masteri Thao Dien by ambiHOME,,4.7,"159 Đường Võ Nguyên Giáp Masteri Thao Dien (5 buildings, each apartment have its own unit number)","Masteri Thao Dien by ambiHOME located at 159 Đường Võ Nguyên Giáp Masteri Thao Dien (5 buildings, each apartment have its own unit number)",Masteri Thao Dien by ambiHOME is a 3-star hotel in Ho Chi Minh City. Rated 9.3/10 by 19 reviews. Guests praise its location near Near An Phu Metro Station | Thao Dien. The most popular room is '2BR 2WC Apartment/ Garden View/ Tower T4A #8' with 3 beds. Great stay!|Clean and tidy,Great stay!|Clean and tidy,~₫1475000/night (approx. $59),https://ak-d.tripcdn.com/images/0202q12000bzdeqv4D40F_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.80284, 106.74232",Great stay!|Clean and tidy
,Your Homes River Gate Premium,,4.7,151 Đường Bến Vân Đồn,Your Homes River Gate Premium located at 151 Đường Bến Vân Đồn,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),https://ak-d.tripcdn.com/images/0204812000c3sv39v2654_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76198, 106.69936",Great stay!|Great location
,CouCou Homestead II - Mini Hotel District 1,,4.2,"135/23 Tran Hung Dao, Ward Cau Ong Lanh","CouCou Homestead II - Mini Hotel District 1 located at 135/23 Tran Hung Dao, Ward Cau Ong Lanh",CouCou Homestead II - Mini Hotel District 1 is a 2-star hotel in Ho Chi Minh City. Rated 8.5/10 by 60 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'COCONUT - Standard Room With City View' with 1 queen bed. Great location|Great stay!,Great location|Great stay!,~₫625000/night (approx. $25),https://ak-d.tripcdn.com/images/1mc5l12000hzuja4197AF_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.766271, 106.695201",Great location|Great stay!
,Hoang Luxury Hotel Dist 1 Ho Chi Minh,,4.4,5 Nguyen Van Trang Quan 1,Hoang Luxury Hotel Dist 1 Ho Chi Minh located at 5 Nguyen Van Trang Quan 1,Hoang Luxury Hotel Dist 1 Ho Chi Minh is a 2-star hotel in Ho Chi Minh City. Rated 8.8/10 by 94 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Standard Double Room' with 1 queen bed. Great stay!|Great rooms,Great stay!|Great rooms,~₫425000/night (approx. $17),https://ak-d.tripcdn.com/images/1mc0n12000fs60tmgA8E8_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.769868, 106.692621",Great stay!|Great rooms
,Sogo Hotel Saigon,,4.0,357 Pham Ngu Lao,Sogo Hotel Saigon located at 357 Pham Ngu Lao,Sogo Hotel Saigon is a 3-star hotel in Ho Chi Minh City. Rated 8.1/10 by 39 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Studio Room' with 1 queen bed. Great location|Great service,Great location|Great service,~₫475000/night (approx. $19),https://ak-d.tripcdn.com/images/0221u120009zv1lz92192_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.767203, 106.689686",Great location|Great service
,Bao Long Riverside Hotel,,5.0,"68 Tran Ba Giao st, Ward 5","Bao Long Riverside Hotel located at 68 Tran Ba Giao st, Ward 5",Bao Long Riverside Hotel is a 2-star hotel in Ho Chi Minh City. Rated 10.0/10 by 4 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Standard Queen' with 1 queen bed. ,,~₫350000/night (approx. $14),https://ak-d.tripcdn.com/images/1mc5512000dvhrnn453C9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.831216, 106.690768",
,InterContinental Grand Ho Tram,,4.7,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),https://ak-d.tripcdn.com/images/0225b120009c6vqxq46A4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.486559, 107.454275",Great stay!|Great service
,SOHO Luxe Central Saigon,,4.2,100 Co Giang,SOHO Luxe Central Saigon located at 100 Co Giang,SOHO Luxe Central Saigon is a 4-star hotel in Ho Chi Minh City. Rated 8.4/10 by 18 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'STUDIO City View Apartment With Balcony And Kitchen' with 1 queen bed. ,,~₫1175000/night (approx. $47),https://ak-d.tripcdn.com/images/1mc3o12000h1yq90h9E12_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.763622, 106.694456",
,M Village Living Tran Quoc Thao,,4.5,"115/3 Tran Quoc Thao, Vo Thi Sau Ward","M Village Living Tran Quoc Thao located at 115/3 Tran Quoc Thao, Vo Thi Sau Ward",M Village Living Tran Quoc Thao is a 3-star hotel in Ho Chi Minh City. Rated 8.9/10 by 27 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Studio' with 1 queen bed. Friendly host|Great stay!,Friendly host|Great stay!,~₫800000/night (approx. $32),https://ak-d.tripcdn.com/images/1mc2o12000ioaad1n4845_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.783317, 106.685658",Friendly host|Great stay!
,La Doma en Adagio - Sleep and Heal,,4.7,42/4A Tran Dinh Xu Street,La Doma en Adagio - Sleep and Heal located at 42/4A Tran Dinh Xu Street,La Doma en Adagio - Sleep and Heal is a 2-star hotel in Ho Chi Minh City. Rated 9.3/10 by 39 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Standard Double Room' with 1 queen bed. Great stay!|Great service,Great stay!|Great service,~₫625000/night (approx. $25),https://ak-d.tripcdn.com/images/1mc3i12000kev53yg14D6_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.760061, 106.692579",Great stay!|Great service
,Venice 1 Hotel,,4.2,"No74, Trung Son Residence, Binh Hung, Binh Chanh","Venice 1 Hotel located at No74, Trung Son Residence, Binh Hung, Binh Chanh",Venice 1 Hotel is a 2-star hotel in Ho Chi Minh City. Rated 8.4/10 by 17 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Superior Room' with 1 queen bed. ,,~₫375000/night (approx. $15),https://ak-d.tripcdn.com/images/1mc4g12000d1tvmir1F9F_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.737309, 106.690094",
,Serenity River Saigon,,4.2,"10/06 Tran Nhat Duat Street, Tan Dinh Ward","Serenity River Saigon located at 10/06 Tran Nhat Duat Street, Tan Dinh Ward",Serenity River Saigon is a 3-star hotel in Ho Chi Minh City. Rated 8.3/10 by 12 reviews. Guests praise its location near Near Tan Dinh Church. The most popular room is 'Superior Queen Room' with 1 queen bed. Great rooms,Great rooms,~₫400000/night (approx. $16),https://ak-d.tripcdn.com/images/1mc2a12000m38h9gi3C6E_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.79426, 106.689524",Great rooms
,Aesthetic homes Bui Vien Street,,4.0,205/12 bui vien Pham Ngu Lao,Aesthetic homes Bui Vien Street located at 205/12 bui vien Pham Ngu Lao,Aesthetic homes Bui Vien Street is a 3-star hotel in Ho Chi Minh City. Rated 8.1/10 by 20 reviews. Guests praise its location near Near Pham Ngu Lao | Bui Vien Walking Street. The most popular room is '102 City Center Airy Cosy Netflix Walking Street' with 1 queen bed. ,,~₫500000/night (approx. $20),https://ak-d.tripcdn.com/images/1mc3f12000k5xme6q4D39_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76561, 106.69106",
,Song Anh 1 Hotel ( Near Ben Thanh Market),,4.5,"150 Le Thanh Ton Street, Ben Thanh Ward","Song Anh 1 Hotel ( Near Ben Thanh Market) located at 150 Le Thanh Ton Street, Ben Thanh Ward",Song Anh 1 Hotel ( Near Ben Thanh Market) is a 2-star hotel in Ho Chi Minh City. Rated 8.9/10 by 7 reviews. Guests praise its location near Near Pham Ngu Lao | Ben Thanh Market Area. The most popular room is 'Superior Room' with 1 double bed. ,,~₫650000/night (approx. $26),https://ak-d.tripcdn.com/images/1mc6112000lcdye2aDD51_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.77367, 106.69725",
,SECC Luxe District 7,,4.5,12 Tan Trao,SECC Luxe District 7 located at 12 Tan Trao,SECC Luxe District 7 is a 4-star hotel in Ho Chi Minh City. Rated 9.1/10 by 9 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC) | Phu My Hung. The most popular room is 'Scenic Valley 2-Bedroom Standard' with 2 queen beds. ,,~₫3275000/night (approx. $131),https://ak-d.tripcdn.com/images/1mc2k12000nvcnwc59648_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.72894, 106.723852",
,Sheraton Saigon Grand Opera Hotel,,4.7,"88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel located at 88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.3/10 by 476 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Guest Room, 1 King Bed' with 1 king bed. Delicious breakfast|Located downtown",Delicious breakfast|Located downtown,~₫4825000/night (approx. $193),https://ak-d.tripcdn.com/images/1mc3112000icibkvj724E_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.775446, 106.703878",Delicious breakfast|Located downtown
,The Cozy Nest,,4.3,19A Nguyen Ba Huan,The Cozy Nest located at 19A Nguyen Ba Huan,The Cozy Nest is a 2-star hotel in Ho Chi Minh City. Rated 8.6/10 by 18 reviews. Guests praise its location near Near Thao Dien Metro Station. The most popular room is 'Double Room' with 1 queen bed. ,,~₫500000/night (approx. $20),https://ak-d.tripcdn.com/images/1mc3o12000k3qwt4t78C7_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.803447, 106.729283",
,A25 Hotel - 274 de Tham,,4.3,"276 De Tham, Pham Ngu Lao","A25 Hotel - 274 de Tham located at 276 De Tham, Pham Ngu Lao",A25 Hotel - 274 de Tham is a 2-star hotel in Ho Chi Minh City. Rated 8.7/10 by 125 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Standard Double' with 1 queen bed. Friendly host|Great location,Friendly host|Great location,~₫875000/night (approx. $35),https://ak-d.tripcdn.com/images/1mc4a12000e94hndtC7BA_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76847, 106.6935",Friendly host|Great location
,Cozrum Homes - Charming Corner,,4.2,"453/16 Nguyen Dinh Chieu St, Ward 5","Cozrum Homes - Charming Corner located at 453/16 Nguyen Dinh Chieu St, Ward 5",Cozrum Homes - Charming Corner is a 3-star hotel in Ho Chi Minh City. Rated 8.3/10 by 8 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Frontview Balcony Small Studio' with 1 queen bed. ,,~₫600000/night (approx. $24),https://ak-d.tripcdn.com/images/0221j120009zu7zl31C99_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.770167, 106.682903",
,CityHouse - CityOasis,,4.2,42/4 Ho Hao Hon,CityHouse - CityOasis located at 42/4 Ho Hao Hon,CityHouse - CityOasis is a 3-star hotel in Ho Chi Minh City. Rated 8.3/10 by 12 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Deluxe Studio' with 1 queen bed. ,,~₫1175000/night (approx. $47),https://ak-d.tripcdn.com/images/02253120009zuf5hcC2D4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.761767, 106.692419",
,JW Marriott Hotel & Suites Saigon,,4.6,"Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon located at Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Guest Room, 2 Twin' with 2 single beds. Great location|Great stay!",Great location|Great stay!,~₫6625000/night (approx. $265),https://ak-d.tripcdn.com/images/0223312000h04end9BCB9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.780941, 106.700568",Great location|Great stay!
,RAINBOW Sky Center TSN Airport,,4.5,5B Pho Quang Street,RAINBOW Sky Center TSN Airport located at 5B Pho Quang Street,RAINBOW Sky Center TSN Airport is a 4-star hotel in Ho Chi Minh City. Rated 8.9/10 by 16 reviews. Guests praise its location near Near Tan Son Nhat International Airport | Tan Son Nhat Airport Area. The most popular room is 'Studio Apartment' with 1 queen bed. Great swimming pool|Clean pool,Great swimming pool|Clean pool,~₫925000/night (approx. $37),https://ak-d.tripcdn.com/images/0580r12000l2qmtaz6898_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.806078, 106.666467",Great swimming pool|Clean pool
,Urban Zen Saigon - SOHO Residence D1,,4.2,100 Co Giang Street,Urban Zen Saigon - SOHO Residence D1 located at 100 Co Giang Street,Urban Zen Saigon - SOHO Residence D1 is a 3-star hotel in Ho Chi Minh City. Rated 8.3/10 by 38 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Studio' with 1 queen bed. Great stay!|Clean and tidy,Great stay!|Clean and tidy,~₫1150000/night (approx. $46),https://ak-d.tripcdn.com/images/1mc5112000nxtvyh22577_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.763588, 106.694452",Great stay!|Clean and tidy
,Lunaria Maison - Local Side,,4.0,"219/14 Tran Van Dang, ward 11","Lunaria Maison - Local Side located at 219/14 Tran Van Dang, ward 11",Lunaria Maison - Local Side is a 3-star hotel in Ho Chi Minh City. Rated 8.0/10 by 2 reviews. Guests praise its location near Near Saigon Train Station. The most popular room is 'Double Room' with 1 single bed. ,,~₫425000/night (approx. $17),https://ak-d.tripcdn.com/images/1mc3e12000lrgqikt0E7E_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.78561, 106.671708",
,Diamond Hill Hotel,,4.1,"6B Thi Sách, Bến Nghé","Diamond Hill Hotel located at 6B Thi Sách, Bến Nghé",Diamond Hill Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.2/10 by 162 reviews. Guests praise its location near Near Saigon Japan Town | Le Thanh Ton. The most popular room is 'Deluxe Triple Room Non Smoking' with 1 queen bed and 1 single bed. Great service|Great stay!,Great service|Great stay!,~₫1450000/night (approx. $58),https://ak-d.tripcdn.com/images/220d190000017e9qiAD08_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.777791, 106.70541",Great service|Great stay!
,Your Homes River Gate Premium,,4.7,151 Đường Bến Vân Đồn,Your Homes River Gate Premium located at 151 Đường Bến Vân Đồn,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),https://ak-d.tripcdn.com/images/0204812000c3sv39v2654_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76198, 106.69936",Great stay!|Great location
,Yours Studio Tower,,4.2,39A Tran Khac Chan,Yours Studio Tower located at 39A Tran Khac Chan,"Yours Studio Tower is a 2-star hotel in Ho Chi Minh City. Rated 8.4/10 by 37 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Basic Studio Suite, 1 Queen Bed' with 1 queen bed. ",,~₫575000/night (approx. $23),https://ak-d.tripcdn.com/images/0222v12000k6k6yzg6F25_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.79853, 106.679",
,Rainbow Airport Hotel,,4.2,"87C Nguyen Thai Binh, Ward 4","Rainbow Airport Hotel located at 87C Nguyen Thai Binh, Ward 4",Rainbow Airport Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.4/10 by 35 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Standard Double Room' with 1 queen bed. Convenient location|Great service,Convenient location|Great service,~₫300000/night (approx. $12),https://ak-d.tripcdn.com/images/1z63112000jgkp0xw446B_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.799223, 106.657455",Convenient location|Great service
,Sao Mai Hotel,,4.2,82 Ton That Tung,Sao Mai Hotel located at 82 Ton That Tung,Sao Mai Hotel is a 2-star hotel in Ho Chi Minh City. Rated 8.4/10 by 17 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Deluxe Double Room' with 1 double bed. ,,~₫625000/night (approx. $25),https://ak-d.tripcdn.com/images/1mc2g12000ceekm7nE2BB_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.770309, 106.688429",
,Phu My Hung - Saigon South Serviced Apartments 2 - Near Vivo City Mall,,4.5,R4-35 Hung Phuoc 4,Phu My Hung - Saigon South Serviced Apartments 2 - Near Vivo City Mall located at R4-35 Hung Phuoc 4,Phu My Hung - Saigon South Serviced Apartments 2 - Near Vivo City Mall is a 4-star hotel in Ho Chi Minh City. Rated 9.1/10 by 61 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC) | Phu My Hung. The most popular room is 'Studio Standard' with 1 double bed. Great stay!|Clean and tidy,Great stay!|Clean and tidy,~₫500000/night (approx. $20),https://ak-d.tripcdn.com/images/0225z12000l086sg9DEFA_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.72957, 106.70767",Great stay!|Clean and tidy
,InterContinental Grand Ho Tram,,4.7,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),https://ak-d.tripcdn.com/images/0225b120009c6vqxq46A4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.486559, 107.454275",Great stay!|Great service
,Phuoc Loc Tho 2 Hotel,,4.2,192 - 194 Đường Sư Vạn Hạnh,Phuoc Loc Tho 2 Hotel located at 192 - 194 Đường Sư Vạn Hạnh,Phuoc Loc Tho 2 Hotel is a 2-star hotel in Ho Chi Minh City. Rated 8.5/10 by 51 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Superior Room' with 1 queen bed. ,,~₫625000/night (approx. $25),https://ak-d.tripcdn.com/images/1mc0912000dnqqpd50F07_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.75905, 106.673599",
,The Reverie Saigon Residential Suites,,4.9,"22 - 36 Nguyen Hue, 57 - 69F Dong Khoi","The Reverie Saigon Residential Suites located at 22 - 36 Nguyen Hue, 57 - 69F Dong Khoi",The Reverie Saigon Residential Suites is a 5-star hotel in Ho Chi Minh City. Rated 9.8/10 by 79 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'One Bedroom Suite' with 1 king bed. Great stay!|Great service,Great stay!|Great service,~₫5675000/night (approx. $227),https://ak-d.tripcdn.com/images/1mc5u12000f52qnelAD5B_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.774076, 106.704988",Great stay!|Great service
,M Village Living Tran Nao,,4.5,"44, 30 Street","M Village Living Tran Nao located at 44, 30 Street",M Village Living Tran Nao is a 3-star hotel in Ho Chi Minh City. Rated 9.1/10 by 28 reviews. Guests praise its location near Near Thao Dien Metro Station. The most popular room is 'One-Bedroom Room' with 1 queen bed. Clean and tidy|Quiet & comfortable,Clean and tidy|Quiet & comfortable,~₫1150000/night (approx. $46),https://ak-d.tripcdn.com/images/1mc5i12000fx52x8d5040_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.792048, 106.72853",Clean and tidy|Quiet & comfortable
